taking medicine with Kevin on the 4th from 3pm to 4pm	schedule ( title = taking medicine with Kevin ; date = 4th ; start-time = 3pm ; end-time = 4pm )
schedule yoga activity with Emma this Thursday at 2am	schedule ( title = yoga activity with Emma ; date = this Thursday ; start-time = 2am ; end-time = 3am )
schedule trip with sister next Monday at 1pm	schedule ( title = trip with sister ; date = next Monday ; start-time = 1pm ; end-time = 2pm )
schedule talk with Noah this Monday at 8am	schedule ( title = talk with Noah ; date = this Monday ; start-time = 8am ; end-time = 9am )
schedule meeting with Isabella next Wednesday at 7pm	schedule ( title = meeting with Isabella ; date = next Wednesday ; start-time = 7pm ; end-time = 8pm )
schedule interview with Evelyn next Friday at 1am	schedule ( title = interview with Evelyn ; date = next Friday ; start-time = 1am ; end-time = 2am )
schedule interview with Justin this Tuesday at 4am	schedule ( title = interview with Justin ; date = this Tuesday ; start-time = 4am ; end-time = 5am )
schedule meeting with Lisa next Sunday at 2am	schedule ( title = meeting with Lisa ; date = next Sunday ; start-time = 2am ; end-time = 3am )
schedule meeting with Justin next Monday at 1pm	schedule ( title = meeting with Justin ; date = next Monday ; start-time = 1pm ; end-time = 2pm )
schedule meeting with Sarah next Wednesday at 3am	schedule ( title = meeting with Sarah ; date = next Wednesday ; start-time = 3am ; end-time = 4am )
schedule playing football with Henry next Wednesday at 7pm	schedule ( title = playing football with Henry ; date = next Wednesday ; start-time = 7pm ; end-time = 8pm )
schedule trip with Robert this Thursday at 12pm	schedule ( title = trip with Robert ; date = this Thursday ; start-time = 12pm ; end-time = 1pm )
schedule football activities with Michael this Saturday at 9am	schedule ( title = football activities with Michael ; date = this Saturday ; start-time = 9am ; end-time = 10am )
schedule trip with Lucas next Monday at 1am	schedule ( title = trip with Lucas ; date = next Monday ; start-time = 1am ; end-time = 2am )
schedule taking medicine with Alice this Wednesday at 3pm	schedule ( title = taking medicine with Alice ; date = this Wednesday ; start-time = 3pm ; end-time = 4pm )
schedule lunch with Harper next Friday at 3am	schedule ( title = lunch with Harper ; date = next Friday ; start-time = 3am ; end-time = 4am )
schedule dentist appointment with Emma next Friday at 12pm	schedule ( title = dentist appointment with Emma ; date = next Friday ; start-time = 12pm ; end-time = 1pm )
schedule talk with William this Thursday at 4pm	schedule ( title = talk with William ; date = this Thursday ; start-time = 4pm ; end-time = 5pm )
schedule taking medicine with James this Wednesday at 10pm	schedule ( title = taking medicine with James ; date = this Wednesday ; start-time = 10pm ; end-time = 11pm )
schedule trip with Noah this Tuesday at 3pm	schedule ( title = trip with Noah ; date = this Tuesday ; start-time = 3pm ; end-time = 4pm )
schedule trip with Alex next Friday at 10am	schedule ( title = trip with Alex ; date = next Friday ; start-time = 10am ; end-time = 11am )
schedule meeting with Oliver next Tuesday at 11pm	schedule ( title = meeting with Oliver ; date = next Tuesday ; start-time = 11pm ; end-time = 12pm )
schedule breakfast with sister next Wednesday at 10am	schedule ( title = breakfast with sister ; date = next Wednesday ; start-time = 10am ; end-time = 11am )
schedule lab appointment with Ryan next Saturday at 3pm	schedule ( title = lab appointment with Ryan ; date = next Saturday ; start-time = 3pm ; end-time = 4pm )
schedule lunch with Sophia next Saturday at 8am	schedule ( title = lunch with Sophia ; date = next Saturday ; start-time = 8am ; end-time = 9am )
schedule yoga activity with Brian next Wednesday at 3pm	schedule ( title = yoga activity with Brian ; date = next Wednesday ; start-time = 3pm ; end-time = 4pm )
schedule dinner with Mia next Monday at 10am	schedule ( title = dinner with Mia ; date = next Monday ; start-time = 10am ; end-time = 11am )
schedule meeting with Benjamin this Wednesday at 5pm	schedule ( title = meeting with Benjamin ; date = this Wednesday ; start-time = 5pm ; end-time = 6pm )
schedule playing football with Sophia next Tuesday at 12pm	schedule ( title = playing football with Sophia ; date = next Tuesday ; start-time = 12pm ; end-time = 1pm )
schedule meeting with Jessica next Wednesday at 11pm	schedule ( title = meeting with Jessica ; date = next Wednesday ; start-time = 11pm ; end-time = 12pm )
schedule meeting with Scott this Tuesday at 9am	schedule ( title = meeting with Scott ; date = this Tuesday ; start-time = 9am ; end-time = 10am )
schedule lunch with Kevin this Thursday at 3am	schedule ( title = lunch with Kevin ; date = this Thursday ; start-time = 3am ; end-time = 4am )
schedule optometrist appointment with Michael next Saturday at 8pm	schedule ( title = optometrist appointment with Michael ; date = next Saturday ; start-time = 8pm ; end-time = 9pm )
schedule breakfast with Noah next Sunday at 8am	schedule ( title = breakfast with Noah ; date = next Sunday ; start-time = 8am ; end-time = 9am )
schedule meeting with Emily next Sunday at 3am	schedule ( title = meeting with Emily ; date = next Sunday ; start-time = 3am ; end-time = 4am )
schedule football activities with Scott next Sunday at 1am	schedule ( title = football activities with Scott ; date = next Sunday ; start-time = 1am ; end-time = 2am )
schedule meeting with Michael this Sunday at 11pm	schedule ( title = meeting with Michael ; date = this Sunday ; start-time = 11pm ; end-time = 12pm )
schedule meeting with Jennifer next Tuesday at 4am	schedule ( title = meeting with Jennifer ; date = next Tuesday ; start-time = 4am ; end-time = 5am )
schedule meeting with  this Thursday at 1pm	schedule ( title = meeting with  ; date = this Thursday ; start-time = 1pm ; end-time = 2pm )
schedule breakfast with William this Saturday at 9am	schedule ( title = breakfast with William ; date = this Saturday ; start-time = 9am ; end-time = 10am )
schedule meeting with David next Thursday at 12pm	schedule ( title = meeting with David ; date = next Thursday ; start-time = 12pm ; end-time = 1pm )
schedule yoga activity with Timothy this Monday at 7am	schedule ( title = yoga activity with Timothy ; date = this Monday ; start-time = 7am ; end-time = 8am )
schedule dinner with  next Saturday at 12pm	schedule ( title = dinner with  ; date = next Saturday ; start-time = 12pm ; end-time = 1pm )
schedule dinner with Oliver this Saturday at 3pm	schedule ( title = dinner with Oliver ; date = this Saturday ; start-time = 3pm ; end-time = 4pm )
schedule breakfast with Jennifer next Tuesday at 10pm	schedule ( title = breakfast with Jennifer ; date = next Tuesday ; start-time = 10pm ; end-time = 11pm )
schedule lab appointment with sister this Sunday at 8pm	schedule ( title = lab appointment with sister ; date = this Sunday ; start-time = 8pm ; end-time = 9pm )
schedule breakfast with Benjamin this Tuesday at 6am	schedule ( title = breakfast with Benjamin ; date = this Tuesday ; start-time = 6am ; end-time = 7am )
schedule dentist appointment with Emily next Wednesday at 5am	schedule ( title = dentist appointment with Emily ; date = next Wednesday ; start-time = 5am ; end-time = 6am )
schedule dentist appointment with Lisa this Wednesday at 10pm	schedule ( title = dentist appointment with Lisa ; date = this Wednesday ; start-time = 10pm ; end-time = 11pm )
schedule breakfast with Liam next Tuesday at 10pm	schedule ( title = breakfast with Liam ; date = next Tuesday ; start-time = 10pm ; end-time = 11pm )
schedule lunch with Liam this Tuesday at 10pm	schedule ( title = lunch with Liam ; date = this Tuesday ; start-time = 10pm ; end-time = 11pm )
schedule yoga activity with father this Saturday at 4am	schedule ( title = yoga activity with father ; date = this Saturday ; start-time = 4am ; end-time = 5am )
schedule lunch with Lisa this Tuesday at 12am	schedule ( title = lunch with Lisa ; date = this Tuesday ; start-time = 12am ; end-time = 1am )
schedule flight with Amelia next Sunday at 6am	schedule ( title = flight with Amelia ; date = next Sunday ; start-time = 6am ; end-time = 7am )
schedule dentist appointment with Evelyn this Tuesday at 11am	schedule ( title = dentist appointment with Evelyn ; date = this Tuesday ; start-time = 11am ; end-time = 12am )
schedule breakfast with Emily next Saturday at 5am	schedule ( title = breakfast with Emily ; date = next Saturday ; start-time = 5am ; end-time = 6am )
schedule conference with Liam next Saturday at 3pm	schedule ( title = conference with Liam ; date = next Saturday ; start-time = 3pm ; end-time = 4pm )
schedule interview with Oliver this Wednesday at 9pm	schedule ( title = interview with Oliver ; date = this Wednesday ; start-time = 9pm ; end-time = 10pm )
schedule meeting with William this Thursday at 7am	schedule ( title = meeting with William ; date = this Thursday ; start-time = 7am ; end-time = 8am )
schedule lunch with Gary this Wednesday at 6am	schedule ( title = lunch with Gary ; date = this Wednesday ; start-time = 6am ; end-time = 7am )
schedule playing football with James this Friday at 12am	schedule ( title = playing football with James ; date = this Friday ; start-time = 12am ; end-time = 1am )
schedule interview with Richard this Wednesday at 11pm	schedule ( title = interview with Richard ; date = this Wednesday ; start-time = 11pm ; end-time = 12pm )
schedule taking medicine with sister this Sunday at 2pm	schedule ( title = taking medicine with sister ; date = this Sunday ; start-time = 2pm ; end-time = 3pm )
schedule playing football with Sarah this Saturday at 11pm	schedule ( title = playing football with Sarah ; date = this Saturday ; start-time = 11pm ; end-time = 12pm )
schedule meeting with Emily this Monday at 5pm	schedule ( title = meeting with Emily ; date = this Monday ; start-time = 5pm ; end-time = 6pm )
schedule interview with Alice this Sunday at 1am	schedule ( title = interview with Alice ; date = this Sunday ; start-time = 1am ; end-time = 2am )
schedule taking medicine with Elizabeth next Sunday at 4am	schedule ( title = taking medicine with Elizabeth ; date = next Sunday ; start-time = 4am ; end-time = 5am )
schedule conference with Sarah this Saturday at 10pm	schedule ( title = conference with Sarah ; date = this Saturday ; start-time = 10pm ; end-time = 11pm )
schedule zoom with Linda this Saturday at 11am	schedule ( title = zoom with Linda ; date = this Saturday ; start-time = 11am ; end-time = 12am )
schedule dinner with Ryan next Wednesday at 2pm	schedule ( title = dinner with Ryan ; date = next Wednesday ; start-time = 2pm ; end-time = 3pm )
schedule football activities with Emily next Sunday at 12pm	schedule ( title = football activities with Emily ; date = next Sunday ; start-time = 12pm ; end-time = 1pm )
schedule lunch with Linda this Wednesday at 2am	schedule ( title = lunch with Linda ; date = this Wednesday ; start-time = 2am ; end-time = 3am )
schedule breakfast with Jacob this Wednesday at 8am	schedule ( title = breakfast with Jacob ; date = this Wednesday ; start-time = 8am ; end-time = 9am )
schedule lab appointment with George this Thursday at 9pm	schedule ( title = lab appointment with George ; date = this Thursday ; start-time = 9pm ; end-time = 10pm )
schedule dinner with Alex this Monday at 10am	schedule ( title = dinner with Alex ; date = this Monday ; start-time = 10am ; end-time = 11am )
schedule flight with Emma next Sunday at 4pm	schedule ( title = flight with Emma ; date = next Sunday ; start-time = 4pm ; end-time = 5pm )
schedule trip with John this Tuesday at 10pm	schedule ( title = trip with John ; date = this Tuesday ; start-time = 10pm ; end-time = 11pm )
schedule talk with sister this Tuesday at 7pm	schedule ( title = talk with sister ; date = this Tuesday ; start-time = 7pm ; end-time = 8pm )
schedule interview with Mia next Sunday at 5am	schedule ( title = interview with Mia ; date = next Sunday ; start-time = 5am ; end-time = 6am )
schedule breakfast with Michael this Monday at 11pm	schedule ( title = breakfast with Michael ; date = this Monday ; start-time = 11pm ; end-time = 12pm )
schedule football activities with father next Thursday at 11pm	schedule ( title = football activities with father ; date = next Thursday ; start-time = 11pm ; end-time = 12pm )
schedule lunch with Lisa this Thursday at 3am	schedule ( title = lunch with Lisa ; date = this Thursday ; start-time = 3am ; end-time = 4am )
schedule meeting with Gary this Wednesday at 3pm	schedule ( title = meeting with Gary ; date = this Wednesday ; start-time = 3pm ; end-time = 4pm )
schedule zoom with Barbara this Sunday at 10am	schedule ( title = zoom with Barbara ; date = this Sunday ; start-time = 10am ; end-time = 11am )
schedule lab appointment with Jennifer this Friday at 10am	schedule ( title = lab appointment with Jennifer ; date = this Friday ; start-time = 10am ; end-time = 11am )
schedule trip with Alex this Saturday at 6pm	schedule ( title = trip with Alex ; date = this Saturday ; start-time = 6pm ; end-time = 7pm )
schedule playing football with Emma this Wednesday at 6pm	schedule ( title = playing football with Emma ; date = this Wednesday ; start-time = 6pm ; end-time = 7pm )
schedule optometrist appointment with Harper next Wednesday at 11pm	schedule ( title = optometrist appointment with Harper ; date = next Wednesday ; start-time = 11pm ; end-time = 12pm )
schedule football activities with Jennifer next Monday at 5pm	schedule ( title = football activities with Jennifer ; date = next Monday ; start-time = 5pm ; end-time = 6pm )
schedule interview with Lucas next Wednesday at 8pm	schedule ( title = interview with Lucas ; date = next Wednesday ; start-time = 8pm ; end-time = 9pm )
set reminder for dinner with Amelia next Sunday at 7am	reminder ( title = dinner with Amelia ; date = next Sunday ; start-time = 7am ; end-time = 8am )
set reminder for dinner with Emma this Monday at 7am	reminder ( title = dinner with Emma ; date = this Monday ; start-time = 7am ; end-time = 8am )
set reminder for lab appointment with Kevin next Saturday at 5pm	reminder ( title = lab appointment with Kevin ; date = next Saturday ; start-time = 5pm ; end-time = 6pm )
set reminder for zoom with Justin this Wednesday at 4pm	reminder ( title = zoom with Justin ; date = this Wednesday ; start-time = 4pm ; end-time = 5pm )
set reminder for dentist appointment with John next Sunday at 5pm	reminder ( title = dentist appointment with John ; date = next Sunday ; start-time = 5pm ; end-time = 6pm )
set reminder for lunch with Henry next Thursday at 1am	reminder ( title = lunch with Henry ; date = next Thursday ; start-time = 1am ; end-time = 2am )
set reminder for breakfast with  next Monday at 1am	reminder ( title = breakfast with  ; date = next Monday ; start-time = 1am ; end-time = 2am )
set reminder for dinner with Isabella this Thursday at 10am	reminder ( title = dinner with Isabella ; date = this Thursday ; start-time = 10am ; end-time = 11am )
set reminder for lab appointment with Ashley next Wednesday at 3pm	reminder ( title = lab appointment with Ashley ; date = next Wednesday ; start-time = 3pm ; end-time = 4pm )
set reminder for optometrist appointment with William next Tuesday at 7pm	reminder ( title = optometrist appointment with William ; date = next Tuesday ; start-time = 7pm ; end-time = 8pm )
set reminder for meeting with Kevin this Friday at 12am	reminder ( title = meeting with Kevin ; date = this Friday ; start-time = 12am ; end-time = 1am )
set reminder for zoom with Mary this Tuesday at 8pm	reminder ( title = zoom with Mary ; date = this Tuesday ; start-time = 8pm ; end-time = 9pm )
set reminder for zoom with sister this Tuesday at 3pm	reminder ( title = zoom with sister ; date = this Tuesday ; start-time = 3pm ; end-time = 4pm )
set reminder for football activities with Elijah this Friday at 1am	reminder ( title = football activities with Elijah ; date = this Friday ; start-time = 1am ; end-time = 2am )
set reminder for optometrist appointment with Alexander next Sunday at 6am	reminder ( title = optometrist appointment with Alexander ; date = next Sunday ; start-time = 6am ; end-time = 7am )
set reminder for taking medicine with Isabella next Tuesday at 10pm	reminder ( title = taking medicine with Isabella ; date = next Tuesday ; start-time = 10pm ; end-time = 11pm )
set reminder for meeting with Timothy this Thursday at 4pm	reminder ( title = meeting with Timothy ; date = this Thursday ; start-time = 4pm ; end-time = 5pm )
set reminder for trip with Linda next Tuesday at 5am	reminder ( title = trip with Linda ; date = next Tuesday ; start-time = 5am ; end-time = 6am )
set reminder for dinner with Oliver next Tuesday at 5pm	reminder ( title = dinner with Oliver ; date = next Tuesday ; start-time = 5pm ; end-time = 6pm )
set reminder for dentist appointment with Kevin this Monday at 2pm	reminder ( title = dentist appointment with Kevin ; date = this Monday ; start-time = 2pm ; end-time = 3pm )
set reminder for conference with Brian this Thursday at 2pm	reminder ( title = conference with Brian ; date = this Thursday ; start-time = 2pm ; end-time = 3pm )
set reminder for flight with Richard next Friday at 7am	reminder ( title = flight with Richard ; date = next Friday ; start-time = 7am ; end-time = 8am )
set reminder for dinner with James next Tuesday at 12pm	reminder ( title = dinner with James ; date = next Tuesday ; start-time = 12pm ; end-time = 1pm )
set reminder for meeting with David next Sunday at 7am	reminder ( title = meeting with David ; date = next Sunday ; start-time = 7am ; end-time = 8am )
set reminder for taking medicine with Jeffrey this Sunday at 5pm	reminder ( title = taking medicine with Jeffrey ; date = this Sunday ; start-time = 5pm ; end-time = 6pm )
set reminder for meeting with Robert this Saturday at 3pm	reminder ( title = meeting with Robert ; date = this Saturday ; start-time = 3pm ; end-time = 4pm )
set reminder for conference with James next Friday at 9pm	reminder ( title = conference with James ; date = next Friday ; start-time = 9pm ; end-time = 10pm )
set reminder for interview with James next Wednesday at 10pm	reminder ( title = interview with James ; date = next Wednesday ; start-time = 10pm ; end-time = 11pm )
set reminder for talk with James this Wednesday at 3pm	reminder ( title = talk with James ; date = this Wednesday ; start-time = 3pm ; end-time = 4pm )
set reminder for dinner with Oliver this Tuesday at 11pm	reminder ( title = dinner with Oliver ; date = this Tuesday ; start-time = 11pm ; end-time = 12pm )
set reminder for taking medicine with Justin this Thursday at 1pm	reminder ( title = taking medicine with Justin ; date = this Thursday ; start-time = 1pm ; end-time = 2pm )
set reminder for meeting with Harper this Thursday at 12am	reminder ( title = meeting with Harper ; date = this Thursday ; start-time = 12am ; end-time = 1am )
set reminder for breakfast with Henry this Thursday at 3pm	reminder ( title = breakfast with Henry ; date = this Thursday ; start-time = 3pm ; end-time = 4pm )
set reminder for lab appointment with William this Wednesday at 1am	reminder ( title = lab appointment with William ; date = this Wednesday ; start-time = 1am ; end-time = 2am )
set reminder for football activities with Evelyn next Sunday at 7pm	reminder ( title = football activities with Evelyn ; date = next Sunday ; start-time = 7pm ; end-time = 8pm )
set reminder for conference with Noah this Monday at 1pm	reminder ( title = conference with Noah ; date = this Monday ; start-time = 1pm ; end-time = 2pm )
set reminder for lab appointment with Scott next Tuesday at 1am	reminder ( title = lab appointment with Scott ; date = next Tuesday ; start-time = 1am ; end-time = 2am )
set reminder for lab appointment with Timothy this Saturday at 3pm	reminder ( title = lab appointment with Timothy ; date = this Saturday ; start-time = 3pm ; end-time = 4pm )
set reminder for dentist appointment with Timothy next Saturday at 5pm	reminder ( title = dentist appointment with Timothy ; date = next Saturday ; start-time = 5pm ; end-time = 6pm )
set reminder for yoga activity with Benjamin next Monday at 1am	reminder ( title = yoga activity with Benjamin ; date = next Monday ; start-time = 1am ; end-time = 2am )
set reminder for meeting with Barbara next Thursday at 4am	reminder ( title = meeting with Barbara ; date = next Thursday ; start-time = 4am ; end-time = 5am )
set reminder for meeting with Linda next Sunday at 7am	reminder ( title = meeting with Linda ; date = next Sunday ; start-time = 7am ; end-time = 8am )
set reminder for meeting with Liam next Thursday at 1am	reminder ( title = meeting with Liam ; date = next Thursday ; start-time = 1am ; end-time = 2am )
set reminder for interview with Barbara this Friday at 11pm	reminder ( title = interview with Barbara ; date = this Friday ; start-time = 11pm ; end-time = 12pm )
set reminder for optometrist appointment with Barbara next Friday at 8pm	reminder ( title = optometrist appointment with Barbara ; date = next Friday ; start-time = 8pm ; end-time = 9pm )
set reminder for dentist appointment with Lucas this Saturday at 4am	reminder ( title = dentist appointment with Lucas ; date = this Saturday ; start-time = 4am ; end-time = 5am )
set reminder for playing football with Richard next Monday at 8am	reminder ( title = playing football with Richard ; date = next Monday ; start-time = 8am ; end-time = 9am )
set reminder for conference with James next Friday at 9am	reminder ( title = conference with James ; date = next Friday ; start-time = 9am ; end-time = 10am )
set reminder for dinner with Sophia next Tuesday at 11am	reminder ( title = dinner with Sophia ; date = next Tuesday ; start-time = 11am ; end-time = 12am )
set reminder for flight with Gary this Thursday at 8pm	reminder ( title = flight with Gary ; date = this Thursday ; start-time = 8pm ; end-time = 9pm )
set reminder for meeting with Sarah next Thursday at 1am	reminder ( title = meeting with Sarah ; date = next Thursday ; start-time = 1am ; end-time = 2am )
set reminder for conference with Amelia this Tuesday at 9pm	reminder ( title = conference with Amelia ; date = this Tuesday ; start-time = 9pm ; end-time = 10pm )
set reminder for trip with Charlotte next Tuesday at 1pm	reminder ( title = trip with Charlotte ; date = next Tuesday ; start-time = 1pm ; end-time = 2pm )
set reminder for breakfast with Benjamin this Saturday at 12am	reminder ( title = breakfast with Benjamin ; date = this Saturday ; start-time = 12am ; end-time = 1am )
set reminder for lunch with Jennifer this Sunday at 5am	reminder ( title = lunch with Jennifer ; date = this Sunday ; start-time = 5am ; end-time = 6am )
set reminder for interview with Lisa next Tuesday at 4am	reminder ( title = interview with Lisa ; date = next Tuesday ; start-time = 4am ; end-time = 5am )
set reminder for dentist appointment with Scott next Wednesday at 9pm	reminder ( title = dentist appointment with Scott ; date = next Wednesday ; start-time = 9pm ; end-time = 10pm )
set reminder for meeting with Elizabeth this Wednesday at 12am	reminder ( title = meeting with Elizabeth ; date = this Wednesday ; start-time = 12am ; end-time = 1am )
set reminder for dentist appointment with Ryan this Saturday at 8am	reminder ( title = dentist appointment with Ryan ; date = this Saturday ; start-time = 8am ; end-time = 9am )
set reminder for zoom with Noah this Thursday at 6am	reminder ( title = zoom with Noah ; date = this Thursday ; start-time = 6am ; end-time = 7am )
set reminder for breakfast with Timothy next Sunday at 10pm	reminder ( title = breakfast with Timothy ; date = next Sunday ; start-time = 10pm ; end-time = 11pm )
set reminder for football activities with George this Saturday at 4am	reminder ( title = football activities with George ; date = this Saturday ; start-time = 4am ; end-time = 5am )
set reminder for yoga activity with Brian this Tuesday at 12pm	reminder ( title = yoga activity with Brian ; date = this Tuesday ; start-time = 12pm ; end-time = 1pm )
set reminder for flight with Justin next Sunday at 1pm	reminder ( title = flight with Justin ; date = next Sunday ; start-time = 1pm ; end-time = 2pm )
set reminder for breakfast with Alex next Sunday at 1am	reminder ( title = breakfast with Alex ; date = next Sunday ; start-time = 1am ; end-time = 2am )
set reminder for conference with William next Saturday at 6pm	reminder ( title = conference with William ; date = next Saturday ; start-time = 6pm ; end-time = 7pm )
set reminder for talk with Sophia next Friday at 1am	reminder ( title = talk with Sophia ; date = next Friday ; start-time = 1am ; end-time = 2am )
set reminder for meeting with Gary next Sunday at 7pm	reminder ( title = meeting with Gary ; date = next Sunday ; start-time = 7pm ; end-time = 8pm )
set reminder for meeting with Amelia next Thursday at 9pm	reminder ( title = meeting with Amelia ; date = next Thursday ; start-time = 9pm ; end-time = 10pm )
set reminder for yoga activity with father next Thursday at 1am	reminder ( title = yoga activity with father ; date = next Thursday ; start-time = 1am ; end-time = 2am )
set reminder for meeting with Timothy next Thursday at 3pm	reminder ( title = meeting with Timothy ; date = next Thursday ; start-time = 3pm ; end-time = 4pm )
set reminder for dentist appointment with Robert next Tuesday at 5am	reminder ( title = dentist appointment with Robert ; date = next Tuesday ; start-time = 5am ; end-time = 6am )
set reminder for optometrist appointment with Barbara next Saturday at 4pm	reminder ( title = optometrist appointment with Barbara ; date = next Saturday ; start-time = 4pm ; end-time = 5pm )
set reminder for taking medicine with Isabella next Thursday at 11pm	reminder ( title = taking medicine with Isabella ; date = next Thursday ; start-time = 11pm ; end-time = 12pm )
set reminder for breakfast with David this Friday at 10pm	reminder ( title = breakfast with David ; date = this Friday ; start-time = 10pm ; end-time = 11pm )
set reminder for yoga activity with Ryan this Saturday at 8am	reminder ( title = yoga activity with Ryan ; date = this Saturday ; start-time = 8am ; end-time = 9am )
set reminder for playing football with Ava next Sunday at 6pm	reminder ( title = playing football with Ava ; date = next Sunday ; start-time = 6pm ; end-time = 7pm )
set reminder for zoom with Sarah this Wednesday at 6am	reminder ( title = zoom with Sarah ; date = this Wednesday ; start-time = 6am ; end-time = 7am )
set reminder for lunch with Ashley next Saturday at 5pm	reminder ( title = lunch with Ashley ; date = next Saturday ; start-time = 5pm ; end-time = 6pm )
set reminder for lab appointment with Mia next Tuesday at 9am	reminder ( title = lab appointment with Mia ; date = next Tuesday ; start-time = 9am ; end-time = 10am )
set reminder for zoom with Gary next Monday at 4am	reminder ( title = zoom with Gary ; date = next Monday ; start-time = 4am ; end-time = 5am )
set reminder for playing football with Mary next Thursday at 12am	reminder ( title = playing football with Mary ; date = next Thursday ; start-time = 12am ; end-time = 1am )
set reminder for zoom with Robert this Tuesday at 7pm	reminder ( title = zoom with Robert ; date = this Tuesday ; start-time = 7pm ; end-time = 8pm )
set reminder for talk with Ashley this Friday at 10am	reminder ( title = talk with Ashley ; date = this Friday ; start-time = 10am ; end-time = 11am )
set reminder for dinner with George this Monday at 2pm	reminder ( title = dinner with George ; date = this Monday ; start-time = 2pm ; end-time = 3pm )
set reminder for conference with Sarah this Thursday at 4pm	reminder ( title = conference with Sarah ; date = this Thursday ; start-time = 4pm ; end-time = 5pm )
set reminder for taking medicine with Charlotte this Wednesday at 10am	reminder ( title = taking medicine with Charlotte ; date = this Wednesday ; start-time = 10am ; end-time = 11am )
set reminder for lunch with Jessica next Sunday at 10am	reminder ( title = lunch with Jessica ; date = next Sunday ; start-time = 10am ; end-time = 11am )
set reminder for meeting with Barbara next Saturday at 6pm	reminder ( title = meeting with Barbara ; date = next Saturday ; start-time = 6pm ; end-time = 7pm )
set reminder for football activities with Mary this Friday at 1am	reminder ( title = football activities with Mary ; date = this Friday ; start-time = 1am ; end-time = 2am )
set reminder for lunch with George this Thursday at 9pm	reminder ( title = lunch with George ; date = this Thursday ; start-time = 9pm ; end-time = 10pm )
set reminder for zoom with James this Monday at 12am	reminder ( title = zoom with James ; date = this Monday ; start-time = 12am ; end-time = 1am )
set reminder for playing football with Elizabeth this Sunday at 10am	reminder ( title = playing football with Elizabeth ; date = this Sunday ; start-time = 10am ; end-time = 11am )
set reminder for yoga activity with Sarah next Thursday at 6pm	reminder ( title = yoga activity with Sarah ; date = next Thursday ; start-time = 6pm ; end-time = 7pm )
set reminder for playing football with Lisa this Sunday at 10am	reminder ( title = playing football with Lisa ; date = this Sunday ; start-time = 10am ; end-time = 11am )
set reminder for conference with Jessica next Saturday at 9am	reminder ( title = conference with Jessica ; date = next Saturday ; start-time = 9am ; end-time = 10am )
set reminder for meeting with William next Thursday at 5am	reminder ( title = meeting with William ; date = next Thursday ; start-time = 5am ; end-time = 6am )
set reminder for playing football with David this Friday at 4am	reminder ( title = playing football with David ; date = this Friday ; start-time = 4am ; end-time = 5am )
set reminder for lunch with Kevin next Sunday at 8pm	reminder ( title = lunch with Kevin ; date = next Sunday ; start-time = 8pm ; end-time = 9pm )
set reminder for dinner with Jacob next Friday at 3am	reminder ( title = dinner with Jacob ; date = next Friday ; start-time = 3am ; end-time = 4am )
set reminder for flight with William this Tuesday at 5pm	reminder ( title = flight with William ; date = this Tuesday ; start-time = 5pm ; end-time = 6pm )
set reminder for football activities with Mary this Monday at 7pm	reminder ( title = football activities with Mary ; date = this Monday ; start-time = 7pm ; end-time = 8pm )
set reminder for lab appointment with Scott this Saturday at 4pm	reminder ( title = lab appointment with Scott ; date = this Saturday ; start-time = 4pm ; end-time = 5pm )
set reminder for conference with Barbara next Saturday at 2pm	reminder ( title = conference with Barbara ; date = next Saturday ; start-time = 2pm ; end-time = 3pm )
set reminder for lunch with Benjamin next Thursday at 9am	reminder ( title = lunch with Benjamin ; date = next Thursday ; start-time = 9am ; end-time = 10am )
set reminder for taking medicine with Lucas next Sunday at 12pm	reminder ( title = taking medicine with Lucas ; date = next Sunday ; start-time = 12pm ; end-time = 1pm )
set reminder for yoga activity with Noah this Monday at 10pm	reminder ( title = yoga activity with Noah ; date = this Monday ; start-time = 10pm ; end-time = 11pm )
set reminder for taking medicine with Alexander next Wednesday at 10pm	reminder ( title = taking medicine with Alexander ; date = next Wednesday ; start-time = 10pm ; end-time = 11pm )
set reminder for interview with Barbara this Thursday at 5am	reminder ( title = interview with Barbara ; date = this Thursday ; start-time = 5am ; end-time = 6am )
set reminder for lab appointment with Lucas this Saturday at 9pm	reminder ( title = lab appointment with Lucas ; date = this Saturday ; start-time = 9pm ; end-time = 10pm )
set reminder for lab appointment with Alice this Friday at 11am	reminder ( title = lab appointment with Alice ; date = this Friday ; start-time = 11am ; end-time = 12am )
set reminder for dentist appointment with father next Friday at 10pm	reminder ( title = dentist appointment with father ; date = next Friday ; start-time = 10pm ; end-time = 11pm )
set reminder for lab appointment with Timothy next Monday at 7pm	reminder ( title = lab appointment with Timothy ; date = next Monday ; start-time = 7pm ; end-time = 8pm )
set reminder for conference with Kevin next Saturday at 9am	reminder ( title = conference with Kevin ; date = next Saturday ; start-time = 9am ; end-time = 10am )
set reminder for conference with Henry this Wednesday at 8am	reminder ( title = conference with Henry ; date = this Wednesday ; start-time = 8am ; end-time = 9am )
set reminder for meeting with Alex this Wednesday at 6am	reminder ( title = meeting with Alex ; date = this Wednesday ; start-time = 6am ; end-time = 7am )
set reminder for yoga activity with Kevin this Sunday at 7pm	reminder ( title = yoga activity with Kevin ; date = this Sunday ; start-time = 7pm ; end-time = 8pm )
